folder,rel_path,full_path,duration_sec,bucket
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 5,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Chapter 5\f0b23db7-89a7-41ae-a57f-35974830a3c2.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 5\f0b23db7-89a7-41ae-a57f-35974830a3c2.flac,30.0,[30+)
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 6,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Chapter 6\b13e64e0-4931-4095-bcf4-f046909bec2f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 6\b13e64e0-4931-4095-bcf4-f046909bec2f.flac,30.0,[30+)
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 7,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Chapter 7\a96e4281-2999-4bad-86c7-b8dda8041674.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 7\a96e4281-2999-4bad-86c7-b8dda8041674.flac,30.0,[30+)
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 8,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Chapter 8\30cb1e1e-49fb-4f82-9467-7a4ce568efc5.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Chapter 8\30cb1e1e-49fb-4f82-9467-7a4ce568efc5.flac,30.0,[30+)
collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Cover Page,collect\TalkingBook\Juktibidya 1st Paper for Class 11 & 12 - Cover Page\d622a296-43e4-42db-bce8-992f33271083.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya 1st Paper for Class 11 & 12 - Cover Page\d622a296-43e4-42db-bce8-992f33271083.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2 cl 11&12 Beboharik Kaz MP3,collect\TalkingBook\Juktibidya part-2 cl 11&12 Beboharik Kaz MP3\6b5b7b28-65b7-42a0-bfd7-20956a2075a3.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2 cl 11&12 Beboharik Kaz MP3\6b5b7b28-65b7-42a0-bfd7-20956a2075a3.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 01 MP3,collect\TalkingBook\Juktibidya part-2 cl 11&12 Chapter 01 MP3\b4c13c3f-5250-48fb-a87d-710eb7d1f7f6.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 01 MP3\b4c13c3f-5250-48fb-a87d-710eb7d1f7f6.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 04 MP3,collect\TalkingBook\Juktibidya part-2 cl 11&12 Chapter 04 MP3\d858671d-9e94-4a60-8c59-e0fcc71db141.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 04 MP3\d858671d-9e94-4a60-8c59-e0fcc71db141.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 05 MP3,collect\TalkingBook\Juktibidya part-2 cl 11&12 Chapter 05 MP3\fd8d7778-5f49-499f-a86c-46f99834f9fc.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 05 MP3\fd8d7778-5f49-499f-a86c-46f99834f9fc.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 06 MP3,collect\TalkingBook\Juktibidya part-2 cl 11&12 Chapter 06 MP3\40812533-453d-4b32-bd85-127af1aa45c5.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 06 MP3\40812533-453d-4b32-bd85-127af1aa45c5.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 07MP3,collect\TalkingBook\Juktibidya part-2 cl 11&12 Chapter 07MP3\a5e7c182-9398-44f1-b273-e6db02b3b8d6.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 07MP3\a5e7c182-9398-44f1-b273-e6db02b3b8d6.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 08 MP3,collect\TalkingBook\Juktibidya part-2 cl 11&12 Chapter 08 MP3\06b4d383-c572-4c9a-adfa-aed4b0d42c6e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2 cl 11&12 Chapter 08 MP3\06b4d383-c572-4c9a-adfa-aed4b0d42c6e.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2cl 11&12 Chapter 02 MP3,collect\TalkingBook\Juktibidya part-2cl 11&12 Chapter 02 MP3\4a35c9c7-3952-463a-9b00-f4398ecfbaa3.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2cl 11&12 Chapter 02 MP3\4a35c9c7-3952-463a-9b00-f4398ecfbaa3.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2cl 11&12 Chapter 03 MP3,collect\TalkingBook\Juktibidya part-2cl 11&12 Chapter 03 MP3\a6c79eaa-838b-472c-b0e0-0cfb0ad8e141.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2cl 11&12 Chapter 03 MP3\a6c79eaa-838b-472c-b0e0-0cfb0ad8e141.flac,30.0,[30+)
collect/TalkingBook/Juktibidya part-2cl 11&12 Cover MP3,collect\TalkingBook\Juktibidya part-2cl 11&12 Cover MP3\ae510776-dc32-4b7d-aef9-f3558f506978.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juktibidya part-2cl 11&12 Cover MP3\ae510776-dc32-4b7d-aef9-f3558f506978.flac,30.0,[30+)
collect/TalkingBook/Juta-Abishkar - Rabindranath Tagore,collect\TalkingBook\Juta-Abishkar - Rabindranath Tagore\b67331c7-6a93-48f0-9ca1-520e0c108283.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Juta-Abishkar - Rabindranath Tagore\b67331c7-6a93-48f0-9ca1-520e0c108283.flac,30.0,[30+)
collect/TalkingBook/Kapotakkho Nod - Mikel Modhusudan Datto,collect\TalkingBook\Kapotakkho Nod - Mikel Modhusudan Datto\f4499328-6256-4f1d-8611-999ad8c9058c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Kapotakkho Nod - Mikel Modhusudan Datto\f4499328-6256-4f1d-8611-999ad8c9058c.flac,30.0,[30+)
collect/TalkingBook/Katodike Kato Karigor,collect\TalkingBook\Katodike Kato Karigor\2c25c962-2990-4365-8e1b-c161626aa30c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Katodike Kato Karigor\2c25c962-2990-4365-8e1b-c161626aa30c.flac,30.0,[30+)
collect/TalkingBook/Katokal Dhore,collect\TalkingBook\Katokal Dhore\4b3737a1-ed9f-4a73-8d71-3b9fd8a6bcd2.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Katokal Dhore\4b3737a1-ed9f-4a73-8d71-3b9fd8a6bcd2.flac,30.0,[30+)
collect/TalkingBook/Khotiyan - Rudro Muhammad Shahidullah,collect\TalkingBook\Khotiyan - Rudro Muhammad Shahidullah\ada9ffef-cd92-46e9-9299-e7bea7b00d96.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Khotiyan - Rudro Muhammad Shahidullah\ada9ffef-cd92-46e9-9299-e7bea7b00d96.flac,26.726,"[25, 30)"
collect/TalkingBook/Library - Rabindranath Tagor,collect\TalkingBook\Library - Rabindranath Tagor\10def8e6-ee3c-4215-a3c3-509e29be1bd7.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Library - Rabindranath Tagor\10def8e6-ee3c-4215-a3c3-509e29be1bd7.flac,30.0,[30+)
collect/TalkingBook/Manush - Kazi Nazrul Islam,collect\TalkingBook\Manush - Kazi Nazrul Islam\b8ed109a-d979-41f9-b08a-525f60f14be8.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Manush - Kazi Nazrul Islam\b8ed109a-d979-41f9-b08a-525f60f14be8.flac,25.287,"[25, 30)"
collect/TalkingBook/Manush Muhammad (Sm.) - Mohammad Wazed Ali,collect\TalkingBook\Manush Muhammad (Sm.) - Mohammad Wazed Ali\1be60593-5e1e-415b-ae6d-06cd113b535c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Manush Muhammad (Sm.) - Mohammad Wazed Ali\1be60593-5e1e-415b-ae6d-06cd113b535c.flac,30.0,[30+)
collect/TalkingBook/Minu,collect\TalkingBook\Minu\d523ec8c-5592-4c0e-abe2-2cf246f058e7.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Minu\d523ec8c-5592-4c0e-abe2-2cf246f058e7.flac,30.0,[30+)
collect/TalkingBook/Momotadi - Manik Bandopaddhay,collect\TalkingBook\Momotadi - Manik Bandopaddhay\76ff42bc-3a49-4411-9825-305f1e74177e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Momotadi - Manik Bandopaddhay\76ff42bc-3a49-4411-9825-305f1e74177e.flac,30.0,[30+)
collect/TalkingBook/Mother Terisa,collect\TalkingBook\Mother Terisa\bd254e8c-f68a-410f-8668-c93f42145d7a.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Mother Terisa\bd254e8c-f68a-410f-8668-c93f42145d7a.flac,30.0,[30+)
collect/TalkingBook/Mujib,collect\TalkingBook\Mujib\29bccde2-152a-4b58-846c-44a55bd7efbf.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Mujib\29bccde2-152a-4b58-846c-44a55bd7efbf.flac,30.0,[30+)
collect/TalkingBook/Nimgach - Banoful,collect\TalkingBook\Nimgach - Banoful\0633433d-4f91-4499-9adf-843c9ea43302.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Nimgach - Banoful\0633433d-4f91-4499-9adf-843c9ea43302.flac,30.0,[30+)
collect/TalkingBook/Niriho Bangali - Rokeya Sakhawat Hossain,collect\TalkingBook\Niriho Bangali - Rokeya Sakhawat Hossain\ef02de7d-5c69-4932-a188-2723ef6b1f22.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Niriho Bangali - Rokeya Sakhawat Hossain\ef02de7d-5c69-4932-a188-2723ef6b1f22.flac,26.088,"[25, 30)"
collect/TalkingBook/Niyoti - Humayun Ahmed,collect\TalkingBook\Niyoti - Humayun Ahmed\340366be-ad64-4708-8240-9b63eca11c07.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Niyoti - Humayun Ahmed\340366be-ad64-4708-8240-9b63eca11c07.flac,30.0,[30+)
collect/TalkingBook/Omar Ekush,collect\TalkingBook\Omar Ekush\2c542e02-59d3-4eb7-bbbf-a86016306fb2.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Omar Ekush\2c542e02-59d3-4eb7-bbbf-a86016306fb2.flac,30.0,[30+)
collect/TalkingBook/Palamou - Shanjibchandro Chattopaddhay,collect\TalkingBook\Palamou - Shanjibchandro Chattopaddhay\a89b7243-e116-42ae-bab9-c59f2c0b6ce0.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Palamou - Shanjibchandro Chattopaddhay\a89b7243-e116-42ae-bab9-c59f2c0b6ce0.flac,30.0,[30+)
collect/TalkingBook/Payla Boishakh - Kabir Choudhury,collect\TalkingBook\Payla Boishakh - Kabir Choudhury\868e69c6-e04d-4147-8719-16395985f0fc.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Payla Boishakh - Kabir Choudhury\868e69c6-e04d-4147-8719-16395985f0fc.flac,30.0,[30+)
collect/TalkingBook/Polli Janoni - Jashim Uddin,collect\TalkingBook\Polli Janoni - Jashim Uddin\b86cb29b-b905-490a-a792-e2caad59f092.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Polli Janoni - Jashim Uddin\b86cb29b-b905-490a-a792-e2caad59f092.flac,29.153,"[25, 30)"
collect/TalkingBook/Pollishahitto - Muhammad Shahidullah,collect\TalkingBook\Pollishahitto - Muhammad Shahidullah\519241fe-a9fd-4205-ae8a-3668a3d6ae60.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pollishahitto - Muhammad Shahidullah\519241fe-a9fd-4205-ae8a-3668a3d6ae60.flac,30.0,[30+)
collect/TalkingBook/Poster - Abul Hossain,collect\TalkingBook\Poster - Abul Hossain\54ddb5a0-6c95-4e49-a5a6-13a7d6695337.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Poster - Abul Hossain\54ddb5a0-6c95-4e49-a5a6-13a7d6695337.flac,12.295,"[10, 15)"
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 1,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 1\cf3da795-3ce7-4695-a8b9-af839a6c8bb5.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 1\cf3da795-3ce7-4695-a8b9-af839a6c8bb5.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 10,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 10\0fe13081-f107-4325-89ad-c6ab22bf82a7.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 10\0fe13081-f107-4325-89ad-c6ab22bf82a7.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 2,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 2\29ac9a72-3bd1-4b8c-93d3-85e4be84a015.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 2\29ac9a72-3bd1-4b8c-93d3-85e4be84a015.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 3,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 3\79e319e5-e3e3-4630-86bb-976e3f6444ca.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 3\79e319e5-e3e3-4630-86bb-976e3f6444ca.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 4,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 4\a22d08ab-7ddb-43a4-85b2-5bb30e2377a7.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 4\a22d08ab-7ddb-43a4-85b2-5bb30e2377a7.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 5,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 5\9aa553b7-d176-406a-8717-b68b66a620f2.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 5\9aa553b7-d176-406a-8717-b68b66a620f2.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 6,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 6\42926a34-1681-4fc8-bb3c-4f88e2ae8a4f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 6\42926a34-1681-4fc8-bb3c-4f88e2ae8a4f.flac,30.743,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 7,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 7\3fc12d81-95a8-4518-8b65-047c7c6efecf.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 7\3fc12d81-95a8-4518-8b65-047c7c6efecf.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 8,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 8\f75bcda0-4010-402d-a177-c79cb4c77c8d.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 8\f75bcda0-4010-402d-a177-c79cb4c77c8d.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 9,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 9\01583ffb-0eb2-42cd-bc60-ca7d7baaf3ff.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Chapter 9\01583ffb-0eb2-42cd-bc60-ca7d7baaf3ff.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Cover Page,collect\TalkingBook\Pouroniti O Shooshashon for Class 11 & 12 P-1 Cover Page\5672d633-3e66-4aab-9fda-e30b42813a28.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shooshashon for Class 11 & 12 P-1 Cover Page\5672d633-3e66-4aab-9fda-e30b42813a28.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 01,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 01\db841692-d6f9-4c7c-a165-a85040507b65.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 01\db841692-d6f9-4c7c-a165-a85040507b65.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 02,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 02\c61c7f0d-713c-4271-9cc9-8f18adc371d6.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 02\c61c7f0d-713c-4271-9cc9-8f18adc371d6.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 03,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 03\1548aadf-f014-4ff7-bda9-4306d3450e85.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 03\1548aadf-f014-4ff7-bda9-4306d3450e85.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 04,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 04\c8c2ada6-8244-4163-b053-390bc3516203.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 04\c8c2ada6-8244-4163-b053-390bc3516203.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 05,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 05\273b9e5a-e368-4d60-be07-e19836ebb9fd.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 05\273b9e5a-e368-4d60-be07-e19836ebb9fd.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 06,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 06\3c10256f-d37a-4d24-8f8d-e0a16075c57c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 06\3c10256f-d37a-4d24-8f8d-e0a16075c57c.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 07,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 07\f19a2c53-311a-47ca-941a-6a397a3198dd.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 07\f19a2c53-311a-47ca-941a-6a397a3198dd.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 08,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 08\985f30ca-aeed-405a-9668-6813a0951907.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 08\985f30ca-aeed-405a-9668-6813a0951907.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 09,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 09\745a0375-0d1b-4bd8-ad89-df956a3b0266.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 09\745a0375-0d1b-4bd8-ad89-df956a3b0266.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 10,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 10\5686e32e-4f18-4318-ad4b-f3b8371b1d1e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Chapter 10\5686e32e-4f18-4318-ad4b-f3b8371b1d1e.flac,30.0,[30+)
collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Cover Page,collect\TalkingBook\Pouroniti O Shushashon Part-2 Class 11 & 12 Cover Page\d0fe3775-125d-4c90-bc46-abc5652e48cb.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pouroniti O Shushashon Part-2 Class 11 & 12 Cover Page\d0fe3775-125d-4c90-bc46-abc5652e48cb.flac,27.249,"[25, 30)"
collect/TalkingBook/Pran - Rabindranath Tagore,collect\TalkingBook\Pran - Rabindranath Tagore\99bc4a63-ede7-4b22-b59e-c04a65eac4a4.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Pran - Rabindranath Tagore\99bc4a63-ede7-4b22-b59e-c04a65eac4a4.flac,30.0,[30+)
collect/TalkingBook/Probash Bondhu - Sayed Mujtaba Ali,collect\TalkingBook\Probash Bondhu - Sayed Mujtaba Ali\af06f270-b45b-4d26-9b5b-398be5becbb8.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Probash Bondhu - Sayed Mujtaba Ali\af06f270-b45b-4d26-9b5b-398be5becbb8.flac,30.0,[30+)
collect/TalkingBook/Prottopakar - Ishwarchandra Bidya Sagor,collect\TalkingBook\Prottopakar - Ishwarchandra Bidya Sagor\8f2f5003-b1fd-4b69-aadf-bf2667fb4acd.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Prottopakar - Ishwarchandra Bidya Sagor\8f2f5003-b1fd-4b69-aadf-bf2667fb4acd.flac,30.0,[30+)
collect/TalkingBook/Rachi vromon,collect\TalkingBook\Rachi vromon\f0b1fe0c-cc49-4c97-82a6-f9e08dd6d031.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Rachi vromon\f0b1fe0c-cc49-4c97-82a6-f9e08dd6d031.flac,30.0,[30+)
collect/TalkingBook/Rahmaner Ma - Ranesh Dash Gupto,collect\TalkingBook\Rahmaner Ma - Ranesh Dash Gupto\8a123493-c046-4416-8915-0f364f7b571f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Rahmaner Ma - Ranesh Dash Gupto\8a123493-c046-4416-8915-0f364f7b571f.flac,30.0,[30+)
collect/TalkingBook/Rokte Veza Ekush - Selina Hossain,collect\TalkingBook\Rokte Veza Ekush - Selina Hossain\96b12883-f05f-4915-8853-ef7df3780cb4.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Rokte Veza Ekush - Selina Hossain\96b12883-f05f-4915-8853-ef7df3780cb4.flac,30.0,[30+)
collect/TalkingBook/Runner - Sukanto Vattacharjo,collect\TalkingBook\Runner - Sukanto Vattacharjo\868ee317-db4a-4727-a5dc-95c1a6f842cf.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Runner - Sukanto Vattacharjo\868ee317-db4a-4727-a5dc-95c1a6f842cf.flac,30.0,[30+)
collect/TalkingBook/Sankota Dulche - Sunil Gongopaddhay,collect\TalkingBook\Sankota Dulche - Sunil Gongopaddhay\ca254376-975c-4f4d-908b-ce2959a893a0.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Sankota Dulche - Sunil Gongopaddhay\ca254376-975c-4f4d-908b-ce2959a893a0.flac,30.0,[30+)
collect/TalkingBook/Sayabaji - Sukumar Roy,collect\TalkingBook\Sayabaji - Sukumar Roy\0a1e40ef-33c8-4bd2-9110-fa59cbfcd2ee.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Sayabaji - Sukumar Roy\0a1e40ef-33c8-4bd2-9110-fa59cbfcd2ee.flac,30.0,[30+)
collect/TalkingBook/Shadhinata - Rangolal Bandopaddhay,collect\TalkingBook\Shadhinata - Rangolal Bandopaddhay\738a0fe1-e9f7-42a8-ab88-cbbbb01c6a5c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shadhinata - Rangolal Bandopaddhay\738a0fe1-e9f7-42a8-ab88-cbbbb01c6a5c.flac,30.0,[30+)
collect/TalkingBook/Shadhinata Amar Shadhinata-Mamotajuddin Ahmad,collect\TalkingBook\Shadhinata Amar Shadhinata-Mamotajuddin Ahmad\56f7ee90-b684-4c5f-bbd6-e316291c5792.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shadhinata Amar Shadhinata-Mamotajuddin Ahmad\56f7ee90-b684-4c5f-bbd6-e316291c5792.flac,30.0,[30+)
"collect/TalkingBook/Shadhinata, A Shabdoti Kivabe Amader Holo - Nirmalendu Gun","collect\TalkingBook\Shadhinata, A Shabdoti Kivabe Amader Holo - Nirmalendu Gun\9c3f8a7f-9bd0-44e7-a545-c20fcd8e77a6.flac","D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shadhinata, A Shabdoti Kivabe Amader Holo - Nirmalendu Gun\9c3f8a7f-9bd0-44e7-a545-c20fcd8e77a6.flac",30.0,[30+)
collect/TalkingBook/Shahitter Roop  O Riti-Hayat Mahmud,collect\TalkingBook\Shahitter Roop  O Riti-Hayat Mahmud\ac8afd9e-ba4f-494d-bde6-88fb0ef6387e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shahitter Roop  O Riti-Hayat Mahmud\ac8afd9e-ba4f-494d-bde6-88fb0ef6387e.flac,30.0,[30+)
collect/TalkingBook/Shahoshi Janoni Bangla - Kamal Chawdhury,collect\TalkingBook\Shahoshi Janoni Bangla - Kamal Chawdhury\ae2aa703-1586-43fe-95e0-2e71ea77e65f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shahoshi Janoni Bangla - Kamal Chawdhury\ae2aa703-1586-43fe-95e0-2e71ea77e65f.flac,30.0,[30+)
